InvoiceNo,StockCode,Description,Category,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV-502094,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,6,2025-10-03 13:09:33,14.5,CUST-11192,United Kingdom
INV-502321,PROD-105,Noise-Cancelling Headphones,Electronics,5,2025-06-01 01:10:58,89.99,CUST-10818,United Kingdom
INV-500112,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,4,2025-06-13 14:47:51,24.0,CUST-10343,United States
INV-500791,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,10,2025-10-17 20:02:56,16.75,CUST-10578,United Kingdom
INV-501315,PROD-104,Organic Lavender Candle,Home Decor,3,2025-04-19 10:17:36,12.0,CUST-10183,France
INV-502363,PROD-110,Smart LED Desk Lamp,Electronics,3,2025-05-06 04:47:41,45.0,CUST-10511,United Kingdom
INV-503233,PROD-110,Smart LED Desk Lamp,Electronics,3,2025-08-28 14:21:36,45.0,CUST-10960,United Kingdom
INV-500050,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,1,2025-11-06 10:30:27,14.5,CUST-10620,United Kingdom
INV-503495,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,1,2025-12-11 04:12:21,24.0,CUST-10217,Spain
INV-500143,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,1,2025-05-26 07:25:52,18.25,CUST-11099,United Kingdom
INV-503687,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,4,2025-09-09 22:37:18,14.5,CUST-10320,United Kingdom
INV-502575,PROD-104,Organic Lavender Candle,Home Decor,2,2025-07-02 14:38:00,12.0,CUST-10001,United Kingdom
INV-504485,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,1,2025-11-05 05:13:12,19.99,CUST-11115,United Kingdom
INV-502020,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,2,2025-11-02 10:27:08,16.75,CUST-11193,United Kingdom
INV-503730,PROD-106,Leather Executive Notebook,Stationery,1,2025-03-13 14:45:00,22.5,CUST-10770,United Kingdom
INV-500748,PROD-106,Leather Executive Notebook,Stationery,2,2025-08-07 18:51:10,22.5,CUST-10594,United Kingdom
INV-500874,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,4,2025-07-26 00:12:47,24.0,CUST-10081,United Kingdom
INV-502944,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,2,2025-06-22 07:29:52,14.5,CUST-10222,United Kingdom
INV-501208,PROD-105,Noise-Cancelling Headphones,Electronics,2,2025-05-21 08:12:50,89.99,CUST-10774,United Kingdom
INV-503733,PROD-104,Organic Lavender Candle,Home Decor,1,2025-09-29 17:58:17,12.0,CUST-10878,United Kingdom
INV-500213,PROD-104,Organic Lavender Candle,Home Decor,3,2025-08-02 21:27:53,12.0,CUST-11061,United Kingdom
INV-504108,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,2,2025-09-26 21:55:08,24.0,CUST-10441,United States
INV-501818,PROD-102,Wireless Ergonomic Mouse,Electronics,2,2025-01-20 23:55:26,28.99,CUST-11156,United Kingdom
INV-503494,PROD-105,Noise-Cancelling Headphones,Electronics,1,2025-03-07 17:06:20,89.99,CUST-10572,Australia
INV-500485,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,5,2025-10-30 00:12:24,24.0,CUST-10594,United Kingdom
INV-503015,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,1,2025-05-27 05:42:38,18.25,CUST-10934,United Kingdom
INV-503723,PROD-102,Wireless Ergonomic Mouse,Electronics,10,2025-06-14 16:21:01,28.99,CUST-10027,United Kingdom
INV-503479,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,1,2025-11-06 08:57:39,9.99,CUST-10184,United Kingdom
INV-504214,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,5,2025-01-06 05:57:30,14.5,CUST-11153,United Kingdom
INV-504027,PROD-105,Noise-Cancelling Headphones,Electronics,2,2025-01-14 15:49:09,89.99,CUST-10069,United Kingdom
INV-503118,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,1,2025-05-12 10:15:29,9.99,CUST-10718,United Kingdom
INV-500663,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,6,2025-12-08 12:56:29,9.99,CUST-10667,United Kingdom
INV-501023,PROD-105,Noise-Cancelling Headphones,Electronics,1,2025-08-31 20:52:02,89.99,CUST-10548,United Kingdom
INV-504442,PROD-104,Organic Lavender Candle,Home Decor,4,2025-08-19 00:04:46,12.0,CUST-10216,United Kingdom
INV-500236,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,2,2025-08-16 19:06:23,34.5,CUST-10607,Spain
INV-503284,PROD-102,Wireless Ergonomic Mouse,Electronics,1,2025-06-11 12:06:02,28.99,CUST-10694,United Kingdom
INV-503343,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,1,2025-10-10 19:37:15,9.99,CUST-10612,United Kingdom
INV-502125,PROD-104,Organic Lavender Candle,Home Decor,1,2025-09-20 04:33:07,12.0,CUST-10739,United Kingdom
INV-503217,PROD-105,Noise-Cancelling Headphones,Electronics,2,2025-05-11 06:11:59,89.99,CUST-10471,Spain
INV-501955,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,2,2025-08-13 00:06:51,16.75,CUST-10384,Germany
INV-500228,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,1,2025-09-15 05:45:29,18.25,CUST-10002,Netherlands
INV-503412,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,1,2025-08-22 23:47:27,14.5,CUST-10582,United Kingdom
INV-502886,PROD-104,Organic Lavender Candle,Home Decor,1,2025-12-02 04:21:44,12.0,CUST-10096,United Kingdom
INV-504259,PROD-110,Smart LED Desk Lamp,Electronics,1,2025-11-12 02:48:29,45.0,CUST-10596,United Kingdom
INV-504477,PROD-106,Leather Executive Notebook,Stationery,2,2025-01-24 18:34:52,22.5,CUST-10750,United Kingdom
INV-502819,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,2,2025-09-28 08:39:32,24.0,CUST-10687,United Kingdom
INV-502989,PROD-104,Organic Lavender Candle,Home Decor,2,2025-04-05 20:31:25,12.0,CUST-10642,United Kingdom
C501086,PROD-104,Organic Lavender Candle,Home Decor,-1,2025-05-22 04:59:44,12.0,CUST-10688,United Kingdom
INV-501993,PROD-106,Leather Executive Notebook,Stationery,1,2025-07-01 07:37:40,22.5,CUST-10612,United Kingdom
INV-504341,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,2,2025-07-25 10:41:14,14.5,CUST-10699,United States
INV-503045,PROD-105,Noise-Cancelling Headphones,Electronics,10,2025-03-22 12:20:49,89.99,CUST-10352,United Kingdom
INV-503305,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,3,2025-10-01 01:59:56,19.99,CUST-11021,United Kingdom
INV-501992,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,5,2025-10-03 14:18:54,18.25,CUST-10180,United Kingdom
INV-503599,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,1,2025-07-27 03:45:49,34.5,CUST-10476,United Kingdom
INV-503587,PROD-105,Noise-Cancelling Headphones,Electronics,1,2025-10-23 02:43:41,89.99,CUST-10665,United Kingdom
INV-501305,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,3,2025-02-08 09:52:44,24.0,CUST-11080,France
INV-504459,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,2,2025-10-15 03:04:33,34.5,CUST-10421,Germany
INV-500919,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,4,2025-05-04 02:01:22,34.5,CUST-10904,United Kingdom
INV-500041,PROD-102,Wireless Ergonomic Mouse,Electronics,2,2025-12-30 16:59:06,28.99,CUST-11069,United Kingdom
INV-501282,PROD-102,Wireless Ergonomic Mouse,Electronics,1,2025-10-10 05:19:49,28.99,CUST-10861,United Kingdom
INV-503565,PROD-110,Smart LED Desk Lamp,Electronics,2,2025-06-29 20:46:23,45.0,CUST-10085,Germany
INV-502120,PROD-105,Noise-Cancelling Headphones,Electronics,3,2025-04-07 02:59:31,89.99,CUST-10746,Australia
INV-503145,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,2,2025-07-10 17:04:52,18.25,CUST-10892,United Kingdom
INV-502682,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,1,2025-03-15 12:08:45,9.99,CUST-10593,United Kingdom
INV-504496,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,5,2025-09-30 06:10:34,9.99,CUST-10177,United Kingdom
INV-503150,PROD-110,Smart LED Desk Lamp,Electronics,3,2025-02-18 09:28:16,45.0,CUST-11116,Spain
INV-503724,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,2,2025-12-03 03:23:56,14.5,CUST-11185,United Kingdom
INV-501833,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,2,2025-07-29 14:19:04,34.5,CUST-10192,United States
INV-502517,PROD-106,Leather Executive Notebook,Stationery,2,2025-04-26 09:58:41,22.5,CUST-11169,United Kingdom
INV-503836,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,2,2025-01-23 06:49:36,18.25,CUST-10794,Germany
INV-503862,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,1,2025-04-08 00:02:46,34.5,CUST-10486,Germany
INV-500128,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,1,2025-11-24 04:04:12,19.99,CUST-10641,United Kingdom
INV-504474,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,1,2025-11-09 05:27:18,14.5,CUST-10466,United Kingdom
INV-503186,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,3,2025-07-09 04:13:53,18.25,CUST-10444,United Kingdom
INV-501345,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,4,2025-07-01 00:31:25,16.75,CUST-10885,United States
C502436,PROD-106,Leather Executive Notebook,Stationery,-3,2025-05-28 14:52:00,22.5,CUST-10888,Germany
INV-502833,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,2,2025-12-08 22:17:24,14.5,CUST-10090,Australia
INV-503223,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,1,2025-01-23 09:43:36,16.75,CUST-10062,United Kingdom
INV-503476,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,10,2025-04-15 19:09:08,24.0,CUST-10014,United Kingdom
INV-502538,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,3,2025-06-12 18:00:10,14.5,CUST-11014,Germany
INV-502854,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,3,2025-03-08 03:16:09,14.5,CUST-10732,United Kingdom
INV-501435,PROD-105,Noise-Cancelling Headphones,Electronics,2,2025-10-17 22:38:03,89.99,CUST-11157,United Kingdom
INV-500255,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,1,2025-10-16 11:59:07,19.99,CUST-10293,France
INV-502417,PROD-104,Organic Lavender Candle,Home Decor,1,2025-02-15 01:47:29,12.0,,Germany
INV-501753,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,1,2025-03-22 11:42:59,9.99,CUST-10257,United Kingdom
INV-503411,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,2,2025-05-27 02:15:36,34.5,CUST-10712,United Kingdom
INV-500075,PROD-102,Wireless Ergonomic Mouse,Electronics,1,2025-08-10 19:59:46,28.99,CUST-10161,United Kingdom
INV-503611,PROD-106,Leather Executive Notebook,Stationery,1,2025-12-09 11:56:39,22.5,CUST-11021,Germany
INV-500504,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,4,2025-01-15 08:37:32,34.5,CUST-10426,United Kingdom
INV-503392,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,1,2025-05-01 17:01:21,14.5,CUST-10023,United Kingdom
INV-501992,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,1,2025-03-19 03:09:06,18.25,CUST-10997,United Kingdom
INV-503378,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,3,2025-11-18 16:01:17,14.5,CUST-11125,United Kingdom
INV-502394,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,2,2025-10-22 04:07:32,24.0,CUST-10628,United Kingdom
INV-501416,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,2,2025-08-29 20:10:03,14.5,CUST-10544,United Kingdom
INV-502229,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,1,2025-01-18 08:44:45,9.99,CUST-10298,United Kingdom
INV-500239,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,1,2025-09-13 20:53:45,16.75,CUST-11040,Spain
INV-501777,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,1,2025-10-04 23:08:57,34.5,CUST-11030,France
INV-504260,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,10,2025-01-27 06:44:32,19.99,CUST-10954,France
INV-504158,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,1,2025-01-02 01:02:43,18.25,CUST-10547,United Kingdom
INV-502402,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,4,2025-12-19 16:24:47,9.99,CUST-10270,United Kingdom
INV-504146,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,1,2025-10-22 15:14:08,9.99,CUST-10069,United Kingdom
INV-502631,PROD-104,Organic Lavender Candle,Home Decor,12,2025-11-08 08:21:15,12.0,CUST-10227,United Kingdom
INV-503906,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,1,2025-12-29 07:58:12,16.75,CUST-11092,United Kingdom
INV-503010,PROD-110,Smart LED Desk Lamp,Electronics,1,2025-08-27 18:26:54,45.0,CUST-10236,United Kingdom
INV-503389,PROD-106,Leather Executive Notebook,Stationery,4,2025-01-13 08:00:48,22.5,CUST-10196,United Kingdom
INV-504076,PROD-105,Noise-Cancelling Headphones,Electronics,1,2025-07-03 05:21:08,89.99,CUST-11130,Germany
INV-501214,PROD-105,Noise-Cancelling Headphones,Electronics,2,2025-07-13 21:12:03,89.99,CUST-11169,United Kingdom
INV-500669,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,2,2025-02-25 11:33:40,14.5,CUST-11183,France
INV-503561,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,3,2025-08-18 21:21:12,9.99,CUST-10368,United States
INV-500615,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,4,2025-01-28 21:57:03,14.5,CUST-11149,Germany
INV-501130,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,1,2025-11-16 11:08:59,18.25,CUST-11180,United Kingdom
INV-501521,PROD-102,Wireless Ergonomic Mouse,Electronics,4,2025-03-12 14:45:37,28.99,CUST-10816,Germany
INV-504451,PROD-110,Smart LED Desk Lamp,Electronics,10,2025-07-29 09:27:17,45.0,CUST-10883,United Kingdom
INV-502664,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,3,2025-07-03 21:47:14,14.5,CUST-10719,United Kingdom
INV-500303,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,2,2025-12-22 04:54:38,9.99,CUST-10714,United Kingdom
INV-503979,PROD-105,Noise-Cancelling Headphones,Electronics,12,2025-02-10 11:57:31,89.99,CUST-10638,United Kingdom
C501894,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,-1,2025-09-17 05:02:21,19.99,,United Kingdom
INV-501515,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,1,2025-12-10 21:01:32,18.25,CUST-10341,Germany
INV-500583,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,1,2025-03-25 06:42:40,24.0,CUST-10154,United Kingdom
INV-500366,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,1,2025-02-15 03:33:55,34.5,CUST-10976,United Kingdom
INV-502046,PROD-110,Smart LED Desk Lamp,Electronics,4,2025-06-08 02:36:23,45.0,CUST-11159,United Kingdom
INV-500458,PROD-106,Leather Executive Notebook,Stationery,1,2025-12-10 06:49:24,22.5,,France
INV-500119,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,1,2025-01-07 23:32:41,9.99,CUST-10031,United Kingdom
INV-503284,PROD-105,Noise-Cancelling Headphones,Electronics,1,2025-11-29 10:41:24,89.99,CUST-11003,France
INV-503254,PROD-110,Smart LED Desk Lamp,Electronics,1,2025-05-16 14:19:16,45.0,CUST-11038,United Kingdom
INV-503565,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,1,2025-07-02 23:44:42,9.99,CUST-10127,Germany
INV-503302,PROD-105,Noise-Cancelling Headphones,Electronics,2,2025-07-16 07:51:20,89.99,CUST-10423,United Kingdom
INV-504459,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,1,2025-06-21 11:53:02,14.5,CUST-10095,United Kingdom
INV-501968,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,1,2025-12-15 14:00:23,9.99,CUST-10814,Germany
INV-502531,PROD-106,Leather Executive Notebook,Stationery,3,2025-10-03 07:18:15,22.5,CUST-10612,France
INV-500851,PROD-106,Leather Executive Notebook,Stationery,1,2025-03-19 15:59:56,22.5,CUST-11141,Germany
INV-501929,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,2,2025-06-27 20:54:47,18.25,CUST-10521,United Kingdom
INV-501943,PROD-104,Organic Lavender Candle,Home Decor,1,2025-01-27 15:49:13,12.0,CUST-11140,United Kingdom
INV-500763,PROD-104,Organic Lavender Candle,Home Decor,2,2025-04-30 20:41:04,12.0,CUST-10223,United Kingdom
INV-503296,PROD-106,Leather Executive Notebook,Stationery,1,2025-10-08 19:54:38,22.5,CUST-10247,United Kingdom
INV-502678,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,1,2025-11-04 12:45:55,34.5,CUST-10974,United Kingdom
INV-503811,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,2,2025-07-15 14:11:20,9.99,CUST-10648,United Kingdom
INV-500901,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,3,2025-10-04 22:43:13,16.75,CUST-10741,Spain
INV-501518,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,3,2025-01-18 18:02:10,16.75,CUST-10861,United Kingdom
INV-503256,PROD-105,Noise-Cancelling Headphones,Electronics,3,2025-10-22 06:17:30,89.99,CUST-10551,United Kingdom
INV-503986,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,2,2025-09-28 06:26:52,34.5,CUST-10783,United Kingdom
INV-500741,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,3,2025-02-22 18:48:46,34.5,CUST-11048,United Kingdom
INV-503553,PROD-110,Smart LED Desk Lamp,Electronics,1,2025-10-21 18:28:58,45.0,CUST-10137,United Kingdom
INV-501693,PROD-104,Organic Lavender Candle,Home Decor,4,2025-02-21 11:54:42,12.0,CUST-10925,United Kingdom
INV-502129,PROD-104,Organic Lavender Candle,Home Decor,1,2025-08-04 06:23:58,12.0,CUST-10008,France
INV-504011,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,4,2025-03-13 20:27:10,18.25,CUST-10568,Netherlands
INV-503252,PROD-105,Noise-Cancelling Headphones,Electronics,2,2025-01-28 06:14:11,89.99,CUST-10301,United Kingdom
INV-501365,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,1,2025-09-09 19:14:48,34.5,CUST-10630,United Kingdom
INV-500195,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,2,2025-02-04 15:22:32,34.5,CUST-10170,United Kingdom
INV-500150,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,4,2025-07-20 05:42:01,16.75,CUST-10883,United States
INV-500330,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,1,2025-09-06 17:51:48,14.5,CUST-10511,United Kingdom
INV-503110,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,1,2025-04-09 14:40:54,9.99,CUST-10368,United Kingdom
INV-503324,PROD-104,Organic Lavender Candle,Home Decor,1,2025-11-04 10:20:06,12.0,CUST-10374,United Kingdom
INV-500889,PROD-106,Leather Executive Notebook,Stationery,3,2025-05-20 19:26:03,22.5,CUST-10203,United Kingdom
INV-500954,PROD-105,Noise-Cancelling Headphones,Electronics,1,2025-03-24 01:32:36,89.99,CUST-10056,United Kingdom
INV-503689,PROD-104,Organic Lavender Candle,Home Decor,1,2025-02-17 05:12:52,12.0,CUST-10656,Germany
INV-504449,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,2,2025-10-05 07:47:43,19.99,CUST-11048,United States
INV-502948,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,1,2025-09-05 06:18:29,18.25,CUST-11078,United Kingdom
INV-503241,PROD-102,Wireless Ergonomic Mouse,Electronics,3,2025-06-26 14:07:32,28.99,CUST-10146,Germany
INV-502395,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,2,2025-02-21 22:27:35,16.75,CUST-10976,France
INV-502044,PROD-110,Smart LED Desk Lamp,Electronics,1,2025-03-20 01:29:43,45.0,CUST-11110,United Kingdom
INV-503599,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,4,2025-11-18 00:20:33,18.25,CUST-11004,Netherlands
INV-503990,PROD-104,Organic Lavender Candle,Home Decor,2,2025-03-05 07:32:26,12.0,CUST-10921,United Kingdom
INV-504014,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,1,2025-01-08 14:17:30,14.5,CUST-10071,United Kingdom
INV-502055,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,3,2025-08-02 06:51:53,14.5,CUST-10749,United Kingdom
INV-502670,PROD-110,Smart LED Desk Lamp,Electronics,1,2025-01-25 12:09:18,45.0,CUST-10952,France
INV-501575,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,3,2025-09-13 22:18:45,16.75,CUST-10135,United Kingdom
INV-501852,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,2,2025-08-31 19:01:06,19.99,CUST-11069,United Kingdom
INV-502213,PROD-104,Organic Lavender Candle,Home Decor,1,2025-07-17 21:34:08,12.0,CUST-10516,United Kingdom
C501226,PROD-110,Smart LED Desk Lamp,Electronics,-2,2025-04-04 03:26:14,45.0,CUST-11035,France
INV-501663,PROD-104,Organic Lavender Candle,Home Decor,1,2025-07-26 14:09:45,12.0,CUST-10026,United Kingdom
INV-500363,PROD-106,Leather Executive Notebook,Stationery,6,2025-01-15 08:36:52,22.5,CUST-10083,United Kingdom
INV-501947,PROD-102,Wireless Ergonomic Mouse,Electronics,4,2025-06-27 23:20:59,28.99,CUST-10547,United Kingdom
INV-503632,PROD-106,Leather Executive Notebook,Stationery,1,2025-03-16 06:53:03,22.5,CUST-11075,United Kingdom
INV-503481,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,1,2025-04-14 04:19:23,24.0,CUST-10073,United Kingdom
INV-501274,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,2,2025-10-21 11:59:53,14.5,CUST-10489,United States
INV-501445,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,2,2025-06-17 02:47:22,34.5,CUST-10011,United Kingdom
INV-502957,PROD-106,Leather Executive Notebook,Stationery,3,2025-04-25 16:23:51,22.5,CUST-10670,United Kingdom
INV-503456,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,1,2025-02-08 11:59:23,16.75,CUST-10602,United Kingdom
INV-502165,PROD-104,Organic Lavender Candle,Home Decor,1,2025-12-30 00:36:48,12.0,CUST-10671,United States
INV-501009,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,2,2025-09-30 03:49:56,19.99,CUST-11001,France
INV-502819,PROD-102,Wireless Ergonomic Mouse,Electronics,2,2025-05-15 06:17:50,28.99,CUST-10831,United Kingdom
INV-501728,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,20,2025-08-20 06:45:20,16.75,CUST-11127,United Kingdom
INV-500695,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,2,2025-02-08 05:34:34,34.5,CUST-10602,United States
INV-502384,PROD-102,Wireless Ergonomic Mouse,Electronics,1,2025-10-18 07:45:31,28.99,CUST-10314,United States
INV-501382,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,1,2025-11-03 05:16:33,34.5,CUST-10792,United Kingdom
INV-502495,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,2,2025-02-16 15:22:10,19.99,CUST-10067,United Kingdom
INV-503605,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,4,2025-02-05 09:09:51,34.5,CUST-11195,United Kingdom
